ID_Name,Audio_Path,Video_Path,ENtire_Label,Audio_Label,Video_Label,Identi_Label,Sync_Label,Frame_Len,Audio_Len,FPS,AudioSamRate
id06388+00005_id01281_ojEe5zGWESc_faceswap_id01281_ojEe5zGWESc_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id01281_ojEe5zGWESc_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id01281_ojEe5zGWESc_wavtolip.mp4,1,1,1,0,1,139.0,92160,25.0,16000
id06388+00005_id01281_ojEe5zGWESc_faceswap_id00582_9gvF6IohoUI_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id00582_9gvF6IohoUI_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id00582_9gvF6IohoUI_wavtolip.mp4,1,1,1,0,1,139.0,92160,25.0,16000
id06388+00005_id01281_ojEe5zGWESc_faceswap_id06060___Bf93SjJP0_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id06060___Bf93SjJP0_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id06060___Bf93SjJP0_wavtolip.mp4,1,1,1,0,1,106.0,70656,25.0,16000
id06388+00005_id01281_ojEe5zGWESc_faceswap_id08402_nedfiSXfmQ0_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id08402_nedfiSXfmQ0_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id08402_nedfiSXfmQ0_wavtolip.mp4,1,1,1,0,1,139.0,92160,25.0,16000
id06388+00005_id01281_ojEe5zGWESc_faceswap_id09181_ypUYBHscgD8_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id09181_ypUYBHscgD8_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id09181_ypUYBHscgD8_wavtolip.mp4,1,1,1,0,1,139.0,92160,25.0,16000
id06388+00005_id01281_ojEe5zGWESc_faceswap_id06225_AERbd8rJHDw_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id06225_AERbd8rJHDw_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06388/AtidJ-WlONc/00005_id01281_ojEe5zGWESc_faceswap_id06225_AERbd8rJHDw_wavtolip.mp4,1,1,1,0,1,139.0,92160,25.0,16000
id07799+00063_id06427_dBBAKe2EA_o_faceswap_id09171_B-JRLp6chC0_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id09171_B-JRLp6chC0_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id09171_B-JRLp6chC0_wavtolip.mp4,1,1,1,0,1,163.0,107520,25.0,16000
id07799+00063_id06427_dBBAKe2EA_o_faceswap_id05631_xXRQCFAdR-0_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id05631_xXRQCFAdR-0_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id05631_xXRQCFAdR-0_wavtolip.mp4,1,1,1,0,1,151.0,99328,25.0,16000
id07799+00063_id06427_dBBAKe2EA_o_faceswap_id09174_Qspzu6tyArc_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id09174_Qspzu6tyArc_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id09174_Qspzu6tyArc_wavtolip.mp4,1,1,1,0,1,99.0,66560,25.0,16000
id07799+00063_id06427_dBBAKe2EA_o_faceswap_id06427_dBBAKe2EA_o_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id06427_dBBAKe2EA_o_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id06427_dBBAKe2EA_o_wavtolip.mp4,1,1,1,0,1,131.0,87040,25.0,16000
id07799+00063_id06427_dBBAKe2EA_o_faceswap_id04414_0sJN-9GIO-M_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id04414_0sJN-9GIO-M_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id04414_0sJN-9GIO-M_wavtolip.mp4,1,1,1,0,1,115.0,76800,25.0,16000
id07799+00063_id06427_dBBAKe2EA_o_faceswap_id02587_KzwJPH5_8j0_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id02587_KzwJPH5_8j0_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id07799/gO6nidmxrJU/00063_id06427_dBBAKe2EA_o_faceswap_id02587_KzwJPH5_8j0_wavtolip.mp4,1,1,1,0,1,136.0,90112,25.0,16000
id06065+00160_id05631_xXRQCFAdR-0_faceswap_id06225_AERbd8rJHDw_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id06225_AERbd8rJHDw_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id06225_AERbd8rJHDw_wavtolip.mp4,1,1,1,0,1,133.0,87040,25.0,16000
id06065+00160_id05631_xXRQCFAdR-0_faceswap_id09181_ypUYBHscgD8_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id09181_ypUYBHscgD8_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id09181_ypUYBHscgD8_wavtolip.mp4,1,1,1,0,1,133.0,87040,25.0,16000
id06065+00160_id05631_xXRQCFAdR-0_faceswap_id04414_0sJN-9GIO-M_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id04414_0sJN-9GIO-M_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id04414_0sJN-9GIO-M_wavtolip.mp4,1,1,1,0,1,115.0,76800,25.0,16000
id06065+00160_id05631_xXRQCFAdR-0_faceswap_id09171_B-JRLp6chC0_wavtolip+AFVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id09171_B-JRLp6chC0_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_FACESWAP_D_W2L/Asian/WOMEN/id06065/Rni34oVUpTA/00160_id05631_xXRQCFAdR-0_faceswap_id09171_B-JRLp6chC0_wavtolip.mp4,1,1,1,0,1,133.0,87040,25.0,16000
