ID_Name,Audio_Path,Video_Path,ENtire_Label,Audio_Label,Video_Label,Identi_Label,Sync_Label,Frame_Len,Audio_Len,FPS,AudioSamRate
id00185+00015_id00225_MHSgwpfHAXw_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00225_MHSgwpfHAXw_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00225_MHSgwpfHAXw_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00185+00015_id01156_RT99eogJo4k_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id01156_RT99eogJo4k_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id01156_RT99eogJo4k_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00185+00015_id00709_Rh23ELMGsIQ_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00709_Rh23ELMGsIQ_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00709_Rh23ELMGsIQ_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00185+00015_id00187_dwaPMrJANMQ_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00187_dwaPMrJANMQ_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00187_dwaPMrJANMQ_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00185+00015_id00171_PWU6n0qrv4c_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00171_PWU6n0qrv4c_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00171_PWU6n0qrv4c_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00185+00015_id00594_2WHHoksbeVw_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00594_2WHHoksbeVw_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00594_2WHHoksbeVw_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00185+00015_id01102_aGFUkdgmo3A_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id01102_aGFUkdgmo3A_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id01102_aGFUkdgmo3A_wavtolip.mp4,1,0,1,0,1,107.0,70960,25.0,16000
id00185+00015_id02567_4Ao5jgpSXdw_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id02567_4Ao5jgpSXdw_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id02567_4Ao5jgpSXdw_wavtolip.mp4,1,0,1,0,1,131.0,86193,25.0,16000
id00185+00015_id00520_dOAxKi1t6GI_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00520_dOAxKi1t6GI_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00520_dOAxKi1t6GI_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00185+00015_id00183_z2DhZllPWUQ_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00183_z2DhZllPWUQ_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00185/1lsGWpwnl1M/00015_id00183_z2DhZllPWUQ_wavtolip.mp4,1,0,1,0,1,126.0,83220,25.0,16000
id00981+00092_id00055_XzCF6sJ8Axc_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00055_XzCF6sJ8Axc_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00055_XzCF6sJ8Axc_wavtolip.mp4,1,0,1,0,1,120.0,79134,25.0,16000
id00981+00092_id00305_LdcY3ILdQrE_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00305_LdcY3ILdQrE_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00305_LdcY3ILdQrE_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00981+00092_id00963_1s6PjtI643E_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00963_1s6PjtI643E_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00963_1s6PjtI643E_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
id00981+00092_id00265_dZq57FoxXR4_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00265_dZq57FoxXR4_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00265_dZq57FoxXR4_wavtolip.mp4,1,0,1,0,1,104.0,68731,25.0,16000
id00981+00092_id00292_qELK8N_DykA_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00292_qELK8N_DykA_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00292_qELK8N_DykA_wavtolip.mp4,1,0,1,0,1,114.0,75047,25.0,16000
id00981+00092_id00559_Y7ovoKuvL78_wavtolip+ARVF,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00559_Y7ovoKuvL78_wavtolip_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_W2L_C/European/MEN/id00981/OmNALjENDkI/00092_id00559_Y7ovoKuvL78_wavtolip.mp4,1,0,1,0,1,152.0,100352,25.0,16000
