ID_Name,Audio_Path,Video_Path,ENtire_Label,Audio_Label,Video_Label,Identi_Label,Sync_Label,Frame_Len,Audio_Len,FPS,AudioSamRate
id00597+00019_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id00597/uJ61GYESokY/00019_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id00597/uJ61GYESokY/00019_fake.mp4,1,1,0,1,0,210.0,133346,25.0,16000
id04111+00015_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04111/Fg4CZ7ZzAGU/00015_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04111/Fg4CZ7ZzAGU/00015_fake.mp4,1,1,0,1,0,177.0,112866,25.0,16000
id00560+00041_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id00560/HCZHIOhZ6XM/00041_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id00560/HCZHIOhZ6XM/00041_fake.mp4,1,1,0,1,0,104.0,65637,25.0,16000
id04774+00032_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04774/k3yOcTA95dg/00032_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04774/k3yOcTA95dg/00032_fake.mp4,1,1,0,1,0,114.0,71906,25.0,16000
id01589+00017_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id01589/ZCwF6XVRiAU/00017_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id01589/ZCwF6XVRiAU/00017_fake.mp4,1,1,0,1,0,154.0,97402,25.0,16000
id00161+00099_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id00161/OIHgB6GHTwQ/00099_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id00161/OIHgB6GHTwQ/00099_fake.mp4,1,1,0,1,0,130.0,81937,25.0,16000
id04726+00245_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04726/i72-Hb0jayI/00245_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04726/i72-Hb0jayI/00245_fake.mp4,1,1,0,1,0,286.0,182665,25.0,16000
id02365+00028_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id02365/KTHM_LvjcgY/00028_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id02365/KTHM_LvjcgY/00028_fake.mp4,1,1,0,1,0,158.0,100745,25.0,16000
id04687+00066_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04687/cSxCV6zdmwo/00066_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id04687/cSxCV6zdmwo/00066_fake.mp4,1,1,0,1,0,130.0,81937,25.0,16000
id02493+00073_fake+AFVR,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id02493/zYAm6W46Mcg/00073_fake_16khz.wav,/projects/yucai2/data/FakeAVCeleb1.0/DATA/TRAIN/ARRANGED_RAW_VIDEO/FAKE_RTVC_B/Asian/MEN/id02493/zYAm6W46Mcg/00073_fake.mp4,1,1,0,1,0,161.0,102417,25.0,16000
